State,Year,Quarter,Transaction Type,Transactions,Amount (INR),ATV (INR)
Kerala,2020,1,Peer-to-peer payments,"6,634,439","22,862,907,702","3,446"
Kerala,2020,1,Recharge & bill payments,"5,507,580","1,716,538,277",312
Kerala,2020,1,Merchant payments,"3,485,036","1,810,329,140",519
Kerala,2020,1,Financial Services,"38,050","17,160,615",451
Kerala,2020,1,Others,"68,417","44,149,097",645
Kerala,2020,2,Recharge & bill payments,"7,709,714","2,452,435,029",318
Kerala,2020,2,Peer-to-peer payments,"5,603,046","21,309,983,655","3,803"
Kerala,2020,2,Merchant payments,"2,888,260","2,075,701,451",719
Kerala,2020,2,Financial Services,"40,501","32,921,116",813
Kerala,2020,2,Others,"46,446","23,037,228",496
Kerala,2020,3,Peer-to-peer payments,"8,590,587","33,346,812,214","3,882"
Kerala,2020,3,Recharge & bill payments,"7,932,950","2,688,361,345",339
Kerala,2020,3,Merchant payments,"5,065,205","4,016,995,194",793
Kerala,2020,3,Financial Services,"94,130","76,828,721",816
Kerala,2020,3,Others,"75,808","35,153,179",464
Kerala,2020,4,Peer-to-peer payments,"12,941,135","45,686,395,928","3,530"
Kerala,2020,4,Merchant payments,"10,990,709","7,695,667,407",700
Kerala,2020,4,Recharge & bill payments,"9,167,428","3,238,199,948",353
Kerala,2020,4,Financial Services,"73,833","69,202,344",937
Kerala,2020,4,Others,"115,082","65,791,021",572
Kerala,2021,1,Peer-to-peer payments,"16,209,203","55,336,812,493","3,414"
Kerala,2021,1,Merchant payments,"16,105,923","10,058,436,408",625
Kerala,2021,1,Recharge & bill payments,"9,837,385","3,732,534,739",379
Kerala,2021,1,Financial Services,"68,012","69,655,548","1,024"
Kerala,2021,1,Others,"95,819","63,530,974",663
Kerala,2021,2,Peer-to-peer payments,"17,026,648","58,152,644,526","3,415"
Kerala,2021,2,Merchant payments,"16,135,060","11,263,178,336",698
Kerala,2021,2,Recharge & bill payments,"13,809,151","4,645,548,910",336
Kerala,2021,2,Financial Services,"88,830","88,370,680",995
Kerala,2021,2,Others,"131,344","77,063,984",587
Ladakh,2018,1,Recharge & bill payments,"3,550","927,251",261
Ladakh,2018,1,Peer-to-peer payments,"1,752","10,767,804","6,146"
Ladakh,2018,1,Merchant payments,320,"369,328","1,154"
Ladakh,2018,1,Financial Services,132,"274,283","2,078"
Ladakh,2018,1,Others,335,"194,192",580
Ladakh,2018,2,Recharge & bill payments,"8,075","2,417,434",299
Ladakh,2018,2,Peer-to-peer payments,"5,667","42,638,443","7,524"
Ladakh,2018,2,Merchant payments,724,"1,761,366","2,433"
Ladakh,2018,2,Financial Services,151,"127,325",843
Ladakh,2018,2,Others,393,"390,334",993
Ladakh,2018,3,Recharge & bill payments,"13,136","4,676,712",356
Ladakh,2018,3,Peer-to-peer payments,"10,133","77,085,891","7,607"
Ladakh,2018,3,Merchant payments,"1,168","2,016,579","1,727"
Ladakh,2018,3,Financial Services,84,"69,317",825
Ladakh,2018,3,Others,343,"242,478",707
Ladakh,2018,4,Recharge & bill payments,"16,650","5,701,933",342
Ladakh,2018,4,Peer-to-peer payments,"15,939","123,611,780","7,755"
Ladakh,2018,4,Merchant payments,"1,881","5,082,667","2,702"
Ladakh,2018,4,Financial Services,142,"94,605",666
Ladakh,2018,4,Others,599,"1,031,858","1,723"
Ladakh,2019,1,Peer-to-peer payments,"22,076","139,715,922","6,329"
Ladakh,2019,1,Recharge & bill payments,"20,014","7,186,109",359
Ladakh,2019,1,Merchant payments,"3,238","4,967,122","1,534"
Ladakh,2019,1,Financial Services,114,"111,851",981
Ladakh,2019,1,Others,703,"878,916","1,250"
Ladakh,2019,2,Peer-to-peer payments,"34,202","240,305,710","7,026"
Ladakh,2019,2,Recharge & bill payments,"25,357","10,116,773",399
Ladakh,2019,2,Merchant payments,"8,220","7,726,519",940
Ladakh,2019,2,Financial Services,86,"113,767","1,323"
Ladakh,2019,2,Others,907,"992,737","1,095"
Ladakh,2019,3,Peer-to-peer payments,"43,198","303,596,368","7,028"
Ladakh,2019,3,Recharge & bill payments,"41,491","18,054,746",435
Ladakh,2019,3,Merchant payments,"6,963","8,096,083","1,163"
Ladakh,2019,3,Financial Services,48,"148,633","3,097"
Ladakh,2019,3,Others,696,"1,233,697","1,773"
Ladakh,2019,4,Peer-to-peer payments,"42,095","298,044,909","7,080"
Ladakh,2019,4,Recharge & bill payments,"35,467","16,510,212",466
Ladakh,2019,4,Merchant payments,"6,522","8,717,894","1,337"
Ladakh,2019,4,Financial Services,46,"162,761","3,538"
Ladakh,2019,4,Others,576,"1,253,585","2,176"
Ladakh,2020,1,Peer-to-peer payments,"51,560","339,551,900","6,586"
Ladakh,2020,1,Recharge & bill payments,"49,801","23,010,665",462
Ladakh,2020,1,Merchant payments,"14,264","13,338,124",935
Ladakh,2020,1,Financial Services,204,"583,109","2,858"
Ladakh,2020,1,Others,590,"1,155,879","1,959"
Ladakh,2020,2,Recharge & bill payments,"70,601","32,087,339",454
Ladakh,2020,2,Peer-to-peer payments,"68,450","470,749,365","6,877"
Ladakh,2020,2,Merchant payments,"15,132","19,679,330","1,301"
Ladakh,2020,2,Financial Services,337,"786,069","2,333"
Ladakh,2020,2,Others,490,"490,895","1,002"
Ladakh,2020,3,Peer-to-peer payments,"108,345","751,333,715","6,935"
Ladakh,2020,3,Recharge & bill payments,"81,623","40,380,075",495
Ladakh,2020,3,Merchant payments,"36,861","40,538,779","1,100"
Ladakh,2020,3,Financial Services,621,"2,334,918","3,760"
Ladakh,2020,3,Others,772,"900,014","1,166"
Ladakh,2020,4,Peer-to-peer payments,"151,582","985,814,864","6,504"
Ladakh,2020,4,Recharge & bill payments,"94,133","44,185,251",469
Ladakh,2020,4,Merchant payments,"83,868","77,511,378",924
Ladakh,2020,4,Financial Services,729,"1,965,055","2,696"
Ladakh,2020,4,Others,"1,822","2,486,922","1,365"
Ladakh,2021,1,Peer-to-peer payments,"141,894","869,999,786","6,131"
Ladakh,2021,1,Recharge & bill payments,"72,719","35,459,532",488
Ladakh,2021,1,Merchant payments,"58,875","74,977,913","1,274"
Ladakh,2021,1,Financial Services,629,"1,455,016","2,313"
Ladakh,2021,1,Others,"1,298","1,527,565","1,177"
Ladakh,2021,2,Peer-to-peer payments,"209,818","1,259,044,412","6,001"
Ladakh,2021,2,Recharge & bill payments,"95,458","44,754,722",469
Ladakh,2021,2,Merchant payments,"92,078","119,608,470","1,299"
Ladakh,2021,2,Financial Services,755,"1,756,762","2,327"
Ladakh,2021,2,Others,"1,607","2,094,729","1,304"
Lakshadweep,2018,1,Peer-to-peer payments,423,"1,860,278","4,398"
Lakshadweep,2018,1,Recharge & bill payments,342,"61,432",180
Lakshadweep,2018,1,Merchant payments,5,591,118
Lakshadweep,2018,1,Others,8,"6,310",789
Lakshadweep,2018,2,Peer-to-peer payments,"1,315","5,757,123","4,378"
Lakshadweep,2018,2,Recharge & bill payments,750,"353,203",471
Lakshadweep,2018,2,Merchant payments,42,"64,568","1,537"
Lakshadweep,2018,2,Financial Services,6,"9,134","1,522"
Lakshadweep,2018,2,Others,19,"3,781",199
Lakshadweep,2018,3,Peer-to-peer payments,841,"3,926,049","4,668"
Lakshadweep,2018,3,Recharge & bill payments,760,"300,978",396
Lakshadweep,2018,3,Merchant payments,87,"94,046","1,081"
Lakshadweep,2018,3,Others,15,"17,959","1,197"
Lakshadweep,2018,4,Recharge & bill payments,792,"351,201",443
Lakshadweep,2018,4,Peer-to-peer payments,689,"3,841,230","5,575"
Lakshadweep,2018,4,Merchant payments,144,"262,080","1,820"
Lakshadweep,2018,4,Financial Services,6,390,65
Lakshadweep,2018,4,Others,11,"8,312",756
Lakshadweep,2019,1,Peer-to-peer payments,"1,183","8,221,402","6,950"
Lakshadweep,2019,1,Recharge & bill payments,"1,173","353,871",302
Lakshadweep,2019,1,Merchant payments,113,"183,062","1,620"
Lakshadweep,2019,1,Others,12,"27,795","2,316"
Lakshadweep,2019,2,Recharge & bill payments,"1,448","436,735",302
Lakshadweep,2019,2,Peer-to-peer payments,"1,318","8,602,732","6,527"
Lakshadweep,2019,2,Merchant payments,137,"190,717","1,392"
Lakshadweep,2019,2,Others,23,"12,340",537
Lakshadweep,2019,3,Recharge & bill payments,"1,528","503,049",329
Lakshadweep,2019,3,Peer-to-peer payments,"1,455","8,923,274","6,133"
Lakshadweep,2019,3,Merchant payments,111,"215,160","1,938"
Lakshadweep,2019,3,Others,10,"10,279","1,028"
Lakshadweep,2019,4,Recharge & bill payments,"1,801","618,156",343
Lakshadweep,2019,4,Peer-to-peer payments,"1,753","10,383,413","5,923"
Lakshadweep,2019,4,Merchant payments,188,"211,414","1,125"
Lakshadweep,2019,4,Financial Services,2,34,17
Lakshadweep,2019,4,Others,21,"56,896","2,709"
Lakshadweep,2020,1,Recharge & bill payments,"2,684","789,255",294
Lakshadweep,2020,1,Peer-to-peer payments,"2,068","12,463,327","6,027"
Lakshadweep,2020,1,Merchant payments,387,"216,594",560
Lakshadweep,2020,1,Others,12,"33,192","2,766"
Lakshadweep,2020,2,Recharge & bill payments,"4,497","1,061,694",236
Lakshadweep,2020,2,Peer-to-peer payments,"2,176","14,718,605","6,764"
Lakshadweep,2020,2,Merchant payments,472,"971,609","2,058"
Lakshadweep,2020,2,Financial Services,60,"158,594","2,643"
Lakshadweep,2020,2,Others,15,"32,420","2,161"
Lakshadweep,2020,3,Recharge & bill payments,"4,696","1,186,948",253
Lakshadweep,2020,3,Peer-to-peer payments,"2,946","19,189,392","6,514"
Lakshadweep,2020,3,Merchant payments,903,"842,981",934
Lakshadweep,2020,3,Financial Services,27,"45,458","1,684"
Lakshadweep,2020,3,Others,17,"42,055","2,474"
Lakshadweep,2020,4,Recharge & bill payments,"5,187","1,499,298",289
Lakshadweep,2020,4,Peer-to-peer payments,"4,741","27,284,123","5,755"
Lakshadweep,2020,4,Merchant payments,"1,668","1,227,102",736
Lakshadweep,2020,4,Financial Services,22,"13,969",635
Lakshadweep,2020,4,Others,32,"86,826","2,713"
Lakshadweep,2021,1,Peer-to-peer payments,"3,942","24,823,715","6,297"
Lakshadweep,2021,1,Recharge & bill payments,"3,541","1,070,209",302
Lakshadweep,2021,1,Merchant payments,"1,537","1,040,214",677
Lakshadweep,2021,1,Financial Services,19,"15,929",838
Lakshadweep,2021,1,Others,46,"92,716","2,016"
Lakshadweep,2021,2,Recharge & bill payments,"5,499","1,745,296",317
Lakshadweep,2021,2,Peer-to-peer payments,"4,069","23,996,417","5,897"
Lakshadweep,2021,2,Merchant payments,"1,743","1,525,332",875
Lakshadweep,2021,2,Financial Services,29,"15,052",519
Lakshadweep,2021,2,Others,44,"101,366","2,304"
Madhya Pradesh,2018,1,Recharge & bill payments,"4,404,190","667,057,311",151
Madhya Pradesh,2018,1,Peer-to-peer payments,"2,848,290","7,590,790,589","2,665"
Madhya Pradesh,2018,1,Financial Services,"230,519","43,374,289",188
Madhya Pradesh,2018,1,Merchant payments,"196,394","170,119,674",866
Madhya Pradesh,2018,1,Others,"346,002","210,261,541",608
Madhya Pradesh,2018,2,Recharge & bill payments,"5,324,535","1,132,090,446",213
Madhya Pradesh,2018,2,Peer-to-peer payments,"4,269,392","14,155,603,482","3,316"
Madhya Pradesh,2018,2,Merchant payments,"397,135","339,308,203",854
Madhya Pradesh,2018,2,Financial Services,"305,553","53,860,332",176
Madhya Pradesh,2018,2,Others,"264,797","243,218,603",919
Madhya Pradesh,2018,3,Peer-to-peer payments,"9,988,509","22,057,686,209","2,208"
Madhya Pradesh,2018,3,Recharge & bill payments,"5,733,261","1,367,773,857",239
Madhya Pradesh,2018,3,Merchant payments,"784,995","465,390,820",593
Madhya Pradesh,2018,3,Financial Services,"359,440","46,120,459",128
Madhya Pradesh,2018,3,Others,"260,780","212,770,861",816
Madhya Pradesh,2018,4,Peer-to-peer payments,"11,456,555","30,897,348,665","2,697"
Madhya Pradesh,2018,4,Recharge & bill payments,"7,273,502","1,669,345,517",230
Madhya Pradesh,2018,4,Merchant payments,"2,056,426","1,036,249,754",504
Madhya Pradesh,2018,4,Financial Services,"313,540","43,367,243",138
Madhya Pradesh,2018,4,Others,"297,532","259,296,894",871
Madhya Pradesh,2019,1,Peer-to-peer payments,"23,708,825","44,114,206,183","1,861"
Madhya Pradesh,2019,1,Recharge & bill payments,"9,966,905","2,423,593,842",243
Madhya Pradesh,2019,1,Merchant payments,"3,018,928","1,263,699,222",419
Madhya Pradesh,2019,1,Financial Services,"290,838","28,901,169",99
Madhya Pradesh,2019,1,Others,"315,553","239,879,106",760
Madhya Pradesh,2019,2,Peer-to-peer payments,"20,868,744","61,758,841,794","2,959"
Madhya Pradesh,2019,2,Recharge & bill payments,"12,044,969","3,571,897,178",297
Madhya Pradesh,2019,2,Merchant payments,"7,331,352","2,671,155,681",364
Madhya Pradesh,2019,2,Financial Services,"149,197","18,869,662",126
Madhya Pradesh,2019,2,Others,"451,751","313,802,065",695
Madhya Pradesh,2019,3,Peer-to-peer payments,"22,631,038","67,648,107,703","2,989"
Madhya Pradesh,2019,3,Merchant payments,"17,163,551","5,147,459,307",300
Madhya Pradesh,2019,3,Recharge & bill payments,"13,156,616","4,576,521,609",348
Madhya Pradesh,2019,3,Financial Services,"192,821","25,654,169",133
Madhya Pradesh,2019,3,Others,"466,385","278,578,703",597
Madhya Pradesh,2019,4,Peer-to-peer payments,"32,083,162","92,064,471,162","2,870"
Madhya Pradesh,2019,4,Merchant payments,"19,447,707","7,304,157,802",376
Madhya Pradesh,2019,4,Recharge & bill payments,"16,081,734","5,104,821,721",317
Madhya Pradesh,2019,4,Financial Services,"127,116","24,020,061",189
Madhya Pradesh,2019,4,Others,"392,270","190,456,045",486
Madhya Pradesh,2020,1,Peer-to-peer payments,"34,540,722","110,325,991,607","3,194"
Madhya Pradesh,2020,1,Merchant payments,"24,618,074","9,898,242,848",402
Madhya Pradesh,2020,1,Recharge & bill payments,"19,788,516","6,311,610,610",319
Madhya Pradesh,2020,1,Financial Services,"68,055","30,645,714",450
Madhya Pradesh,2020,1,Others,"351,379","170,790,656",486
Madhya Pradesh,2020,2,Peer-to-peer payments,"34,860,958","128,184,693,855","3,677"
Madhya Pradesh,2020,2,Recharge & bill payments,"27,497,528","8,904,067,957",324
Madhya Pradesh,2020,2,Merchant payments,"13,685,723","10,666,223,054",779
Madhya Pradesh,2020,2,Financial Services,"80,988","62,073,621",766
Madhya Pradesh,2020,2,Others,"215,376","104,956,802",487
Madhya Pradesh,2020,3,Peer-to-peer payments,"50,871,564","174,978,985,034","3,440"
Madhya Pradesh,2020,3,Merchant payments,"31,879,804","20,621,273,982",647
Madhya Pradesh,2020,3,Recharge & bill payments,"25,380,467","9,834,190,567",387
Madhya Pradesh,2020,3,Financial Services,"131,725","122,971,108",934
Madhya Pradesh,2020,3,Others,"316,321","144,259,293",456
Madhya Pradesh,2020,4,Peer-to-peer payments,"67,972,167","235,584,201,864","3,466"
Madhya Pradesh,2020,4,Merchant payments,"57,707,471","37,315,576,877",647
Madhya Pradesh,2020,4,Recharge & bill payments,"27,335,834","10,977,774,483",402
Madhya Pradesh,2020,4,Financial Services,"149,532","132,590,450",887
Madhya Pradesh,2020,4,Others,"487,537","264,996,098",544
Madhya Pradesh,2021,1,Merchant payments,"84,812,245","50,098,244,500",591
Madhya Pradesh,2021,1,Peer-to-peer payments,"84,070,625","279,938,170,704","3,330"
Madhya Pradesh,2021,1,Recharge & bill payments,"32,500,681","13,060,914,041",402
Madhya Pradesh,2021,1,Financial Services,"169,378","161,838,390",955
Madhya Pradesh,2021,1,Others,"445,569","274,786,748",617
Madhya Pradesh,2021,2,Peer-to-peer payments,"99,367,521","348,935,762,191","3,512"
Madhya Pradesh,2021,2,Merchant payments,"77,113,464","58,839,392,450",763
Madhya Pradesh,2021,2,Recharge & bill payments,"46,118,636","17,230,546,399",374
Madhya Pradesh,2021,2,Financial Services,"188,726","177,313,390",940
Madhya Pradesh,2021,2,Others,"526,333","317,753,606",604
Maharashtra,2018,1,Recharge & bill payments,"9,670,237","2,283,567,431",236
Maharashtra,2018,1,Peer-to-peer payments,"5,227,770","18,283,896,465","3,497"
Maharashtra,2018,1,Merchant payments,"616,779","576,964,071",935
Maharashtra,2018,1,Financial Services,"235,051","60,997,258",260
Maharashtra,2018,1,Others,"637,197","506,188,033",794
Maharashtra,2018,2,Recharge & bill payments,"12,384,216","3,725,800,359",301
Maharashtra,2018,2,Peer-to-peer payments,"7,772,336","30,782,831,246","3,961"
Maharashtra,2018,2,Merchant payments,"1,306,326","1,226,121,649",939
Maharashtra,2018,2,Financial Services,"262,875","85,545,909",325
Maharashtra,2018,2,Others,"559,987","536,758,078",959
Maharashtra,2018,3,Recharge & bill payments,"14,371,791","4,547,486,090",316
Maharashtra,2018,3,Peer-to-peer payments,"13,470,065","45,466,534,004","3,375"
Maharashtra,2018,3,Merchant payments,"2,797,204","1,702,220,875",609
Maharashtra,2018,3,Financial Services,"234,598","52,348,968",223
Maharashtra,2018,3,Others,"664,880","492,227,796",740
Maharashtra,2018,4,Peer-to-peer payments,"20,824,667","68,974,011,019","3,312"
Maharashtra,2018,4,Recharge & bill payments,"18,071,025","5,860,865,070",324
Maharashtra,2018,4,Merchant payments,"6,047,705","3,985,195,742",659
Maharashtra,2018,4,Financial Services,"325,121","77,345,547",238
Maharashtra,2018,4,Others,"821,705","621,519,669",756
Maharashtra,2019,1,Peer-to-peer payments,"37,360,716","97,373,087,988","2,606"
Maharashtra,2019,1,Recharge & bill payments,"24,540,041","8,256,500,587",336
Maharashtra,2019,1,Merchant payments,"12,069,119","5,172,594,696",429
Maharashtra,2019,1,Financial Services,"287,569","49,487,746",172
Maharashtra,2019,1,Others,"821,624","569,019,904",693
Maharashtra,2019,2,Peer-to-peer payments,"42,546,317","130,558,153,688","3,069"
Maharashtra,2019,2,Recharge & bill payments,"29,395,661","12,197,234,771",415
Maharashtra,2019,2,Merchant payments,"27,854,042","9,728,561,727",349
Maharashtra,2019,2,Financial Services,"182,840","45,291,636",248
Maharashtra,2019,2,Others,"1,170,993","765,228,266",653
Maharashtra,2019,3,Peer-to-peer payments,"57,991,699","165,731,686,169","2,858"
Maharashtra,2019,3,Merchant payments,"54,683,738","17,545,729,507",321
Maharashtra,2019,3,Recharge & bill payments,"34,309,301","15,471,698,544",451
Maharashtra,2019,3,Financial Services,"231,467","54,108,447",234
Maharashtra,2019,3,Others,"1,519,376","814,284,078",536
Maharashtra,2019,4,Merchant payments,"80,127,804","27,209,874,138",340
Maharashtra,2019,4,Peer-to-peer payments,"78,795,871","227,268,054,757","2,884"
Maharashtra,2019,4,Recharge & bill payments,"40,705,998","17,794,666,215",437
Maharashtra,2019,4,Financial Services,"129,755","49,622,864",382
Maharashtra,2019,4,Others,"1,501,192","672,210,825",448
Maharashtra,2020,1,Merchant payments,"100,337,738","35,200,130,305",351
Maharashtra,2020,1,Peer-to-peer payments,"87,067,410","262,541,205,696","3,015"
Maharashtra,2020,1,Recharge & bill payments,"50,199,498","21,603,565,070",430
Maharashtra,2020,1,Financial Services,"123,476","91,363,684",740
Maharashtra,2020,1,Others,"1,215,959","558,931,963",460
Maharashtra,2020,2,Peer-to-peer payments,"74,295,930","239,933,338,683","3,229"
Maharashtra,2020,2,Recharge & bill payments,"60,856,480","23,112,343,247",380
Maharashtra,2020,2,Merchant payments,"48,965,388","32,859,184,582",671
Maharashtra,2020,2,Financial Services,"206,461","211,733,276","1,026"
Maharashtra,2020,2,Others,"466,502","242,917,371",521
Maharashtra,2020,3,Peer-to-peer payments,"108,436,214","351,555,554,813","3,242"
Maharashtra,2020,3,Merchant payments,"100,808,237","60,171,102,124",597
Maharashtra,2020,3,Recharge & bill payments,"58,082,283","27,915,727,883",481
Maharashtra,2020,3,Financial Services,"325,453","333,669,600","1,025"
Maharashtra,2020,3,Others,"658,737","331,024,593",503
Maharashtra,2020,4,Merchant payments,"189,845,640","103,804,638,604",547
Maharashtra,2020,4,Peer-to-peer payments,"151,741,840","485,747,881,734","3,201"
Maharashtra,2020,4,Recharge & bill payments,"64,556,682","31,556,917,822",489
Maharashtra,2020,4,Financial Services,"398,409","418,399,993","1,050"
Maharashtra,2020,4,Others,"1,078,433","627,692,680",582
Maharashtra,2021,1,Merchant payments,"253,043,309","129,493,046,208",512
Maharashtra,2021,1,Peer-to-peer payments,"187,021,609","599,213,284,362","3,204"
Maharashtra,2021,1,Recharge & bill payments,"76,389,103","40,057,211,827",524
Maharashtra,2021,1,Financial Services,"439,551","492,900,203","1,121"
Maharashtra,2021,1,Others,"966,668","630,909,553",653
Maharashtra,2021,2,Merchant payments,"247,194,293","150,864,465,217",610
Maharashtra,2021,2,Peer-to-peer payments,"228,551,961","719,859,665,694","3,150"
Maharashtra,2021,2,Recharge & bill payments,"96,271,138","43,154,405,548",448
Maharashtra,2021,2,Financial Services,"504,252","536,780,917","1,065"
Maharashtra,2021,2,Others,"1,094,842","699,738,248",639
Manipur,2018,1,Recharge & bill payments,"50,212","6,463,185",129
Manipur,2018,1,Peer-to-peer payments,"26,382","115,495,174","4,378"
Manipur,2018,1,Financial Services,"2,660","412,580",155
Manipur,2018,1,Merchant payments,"1,614","3,616,476","2,241"
Manipur,2018,1,Others,"3,201","2,058,761",643
Manipur,2018,2,Recharge & bill payments,"77,991","11,541,248",148
Manipur,2018,2,Peer-to-peer payments,"60,365","232,157,390","3,846"
Manipur,2018,2,Financial Services,"5,992","1,241,901",207
Manipur,2018,2,Merchant payments,"4,041","5,366,760","1,328"
Manipur,2018,2,Others,"3,332","2,902,423",871
Manipur,2018,3,Peer-to-peer payments,"95,204","357,768,750","3,758"
Manipur,2018,3,Recharge & bill payments,"81,323","13,912,990",171
Manipur,2018,3,Merchant payments,"7,396","9,180,954","1,241"
Manipur,2018,3,Financial Services,"2,577","333,082",129
Manipur,2018,3,Others,"2,758","2,135,469",774
Manipur,2018,4,Recharge & bill payments,"113,507","18,898,063",166
Manipur,2018,4,Peer-to-peer payments,"104,872","562,009,596","5,359"
Manipur,2018,4,Merchant payments,"13,333","20,685,433","1,551"
Manipur,2018,4,Financial Services,"1,452","307,325",212
Manipur,2018,4,Others,"2,946","3,783,142","1,284"
Manipur,2019,1,Peer-to-peer payments,"127,067","619,919,871","4,879"
Manipur,2019,1,Recharge & bill payments,"120,000","22,106,830",184
Manipur,2019,1,Merchant payments,"15,190","14,580,183",960
Manipur,2019,1,Financial Services,800,"174,777",218
Manipur,2019,1,Others,"2,352","3,116,399","1,325"
Manipur,2019,2,Peer-to-peer payments,"120,153","679,785,849","5,658"
Manipur,2019,2,Recharge & bill payments,"116,500","23,573,234",202
Manipur,2019,2,Merchant payments,"18,044","15,996,651",887
Manipur,2019,2,Financial Services,387,"91,955",238
Manipur,2019,2,Others,"2,341","3,342,253","1,428"
Manipur,2019,3,Recharge & bill payments,"180,057","36,634,657",203
Manipur,2019,3,Peer-to-peer payments,"144,965","803,335,617","5,542"
Manipur,2019,3,Merchant payments,"17,683","20,490,224","1,159"
Manipur,2019,3,Financial Services,358,"367,866","1,028"
Manipur,2019,3,Others,"1,945","2,723,639","1,400"
Manipur,2019,4,Recharge & bill payments,"212,136","44,202,547",208
Manipur,2019,4,Peer-to-peer payments,"211,927","1,123,258,478","5,300"
Manipur,2019,4,Merchant payments,"23,094","30,486,780","1,320"
Manipur,2019,4,Financial Services,548,"240,642",439
Manipur,2019,4,Others,"1,639","2,709,235","1,653"
Manipur,2020,1,Peer-to-peer payments,"451,733","2,458,093,402","5,441"
Manipur,2020,1,Recharge & bill payments,"285,234","62,688,260",220
Manipur,2020,1,Merchant payments,"78,067","74,202,067",950
Manipur,2020,1,Financial Services,622,"354,184",569
Manipur,2020,1,Others,"3,145","3,252,467","1,034"
Manipur,2020,2,Peer-to-peer payments,"533,206","2,980,242,535","5,589"
Manipur,2020,2,Recharge & bill payments,"450,830","107,589,094",239
Manipur,2020,2,Merchant payments,"92,110","106,540,409","1,157"
Manipur,2020,2,Financial Services,"1,676","1,457,571",870
Manipur,2020,2,Others,"5,246","3,106,603",592
Manipur,2020,3,Peer-to-peer payments,"774,786","4,301,284,799","5,552"
Manipur,2020,3,Recharge & bill payments,"464,659","113,190,539",244
Manipur,2020,3,Merchant payments,"170,653","195,132,027","1,143"
Manipur,2020,3,Financial Services,"1,878","1,593,036",848
Manipur,2020,3,Others,"8,192","4,775,720",583
Manipur,2020,4,Peer-to-peer payments,"892,853","5,172,499,338","5,793"
Manipur,2020,4,Recharge & bill payments,"436,450","114,202,616",262
Manipur,2020,4,Merchant payments,"289,050","307,902,115","1,065"
Manipur,2020,4,Financial Services,"1,806","2,448,403","1,356"
Manipur,2020,4,Others,"7,693","5,172,086",672
Manipur,2021,1,Peer-to-peer payments,"1,117,829","6,402,367,884","5,728"
Manipur,2021,1,Recharge & bill payments,"796,590","223,955,813",281
Manipur,2021,1,Merchant payments,"377,280","433,297,594","1,148"
Manipur,2021,1,Financial Services,"3,398","4,385,333","1,291"
Manipur,2021,1,Others,"8,438","6,280,891",744
Manipur,2021,2,Peer-to-peer payments,"1,372,821","7,041,837,918","5,129"
Manipur,2021,2,Recharge & bill payments,"1,187,952","305,103,751",257
Manipur,2021,2,Merchant payments,"510,734","531,484,849","1,041"
Manipur,2021,2,Financial Services,"4,165","4,256,098","1,022"
Manipur,2021,2,Others,"10,603","7,145,346",674
Meghalaya,2018,1,Recharge & bill payments,"31,857","6,028,476",189
Meghalaya,2018,1,Peer-to-peer payments,"13,274","55,943,497","4,215"
Meghalaya,2018,1,Merchant payments,"1,605","2,395,888","1,493"
Meghalaya,2018,1,Financial Services,532,"144,318",271
Meghalaya,2018,1,Others,"2,303","1,738,080",755
Meghalaya,2018,2,Recharge & bill payments,"42,625","9,657,896",227
Meghalaya,2018,2,Peer-to-peer payments,"19,894","101,140,465","5,084"
Meghalaya,2018,2,Merchant payments,"2,929","3,663,446","1,251"
Meghalaya,2018,2,Financial Services,592,"580,648",981
Meghalaya,2018,2,Others,"1,817","1,962,212","1,080"
Meghalaya,2018,3,Recharge & bill payments,"60,625","14,231,601",235
Meghalaya,2018,3,Peer-to-peer payments,"40,832","187,460,582","4,591"
Meghalaya,2018,3,Merchant payments,"5,802","5,458,931",941
Meghalaya,2018,3,Financial Services,748,"552,675",739
Meghalaya,2018,3,Others,"2,283","2,149,873",942
Meghalaya,2018,4,Recharge & bill payments,"82,962","18,100,892",218
Meghalaya,2018,4,Peer-to-peer payments,"58,952","301,941,443","5,122"
Meghalaya,2018,4,Merchant payments,"15,768","14,434,314",915
Meghalaya,2018,4,Financial Services,763,"190,875",250
Meghalaya,2018,4,Others,"2,687","2,918,155","1,086"
Meghalaya,2019,1,Recharge & bill payments,"98,817","23,006,752",233
Meghalaya,2019,1,Peer-to-peer payments,"90,694","358,932,132","3,958"
Meghalaya,2019,1,Merchant payments,"16,073","14,297,275",890
Meghalaya,2019,1,Financial Services,659,"62,335",95
Meghalaya,2019,1,Others,"2,498","2,738,668","1,096"
Meghalaya,2019,2,Recharge & bill payments,"108,812","27,248,605",250
Meghalaya,2019,2,Peer-to-peer payments,"97,407","446,537,199","4,584"
Meghalaya,2019,2,Merchant payments,"22,588","15,600,927",691
Meghalaya,2019,2,Financial Services,460,"106,801",232
Meghalaya,2019,2,Others,"3,019","3,437,757","1,139"
Meghalaya,2019,3,Recharge & bill payments,"155,949","38,916,251",250
Meghalaya,2019,3,Peer-to-peer payments,"116,168","546,221,813","4,702"
Meghalaya,2019,3,Merchant payments,"31,201","23,461,322",752
Meghalaya,2019,3,Financial Services,421,"584,193","1,388"
Meghalaya,2019,3,Others,"2,811","3,035,023","1,080"
Meghalaya,2019,4,Recharge & bill payments,"175,084","43,611,775",249
Meghalaya,2019,4,Peer-to-peer payments,"163,734","670,870,023","4,097"
